Team,Player A,Player B,Correlation,Total Points A,Total Points B,pair_id,Correlation_2023,Total Points A_2023,Total Points B_2023
CAR,Brent Burns,Jordan Martinook,-0.06,11,5,Brent Burns-Jordan Martinook,,,
OTT,Tim Stützle,Tyler Kleven,-0.06,21,1,Tim Stützle-Tyler Kleven,,,
OTT,Tim Stützle,Travis Hamonic,-0.06,21,1,Tim Stützle-Travis Hamonic,0.04,70.0,6.0
OTT,Jake Sanderson,Nick Jensen,-0.06,6,10,Jake Sanderson-Nick Jensen,,,
OTT,Travis Hamonic,Tyler Kleven,-0.06,1,1,Travis Hamonic-Tyler Kleven,,,
DAL,Roope Hintz,Wyatt Johnston,-0.06,10,7,Roope Hintz-Wyatt Johnston,0.08,65.0,65.0
VGK,Brett Howden,Shea Theodore,-0.06,7,13,Brett Howden-Shea Theodore,0.07,19.0,42.0
CAR,Brent Burns,William Carrier,-0.06,4,5,Brent Burns-William Carrier,,,
BOS,Hampus Lindholm,Trent Frederic,-0.06,6,7,Hampus Lindholm-Trent Frederic,0.27,40.0,26.0
VGK,Shea Theodore,Tanner Pearson,-0.06,7,13,Shea Theodore-Tanner Pearson,,,
NSH,Jeremy Lauzon,Luke Schenn,-0.06,1,1,Jeremy Lauzon-Luke Schenn,-0.03,14.0,7.0
PIT,Drew O'Connor,Marcus Pettersson,-0.06,6,8,Drew O'Connor-Marcus Pettersson,-0.04,33.0,30.0
PIT,Blake Lizotte,Erik Karlsson,-0.06,2,11,Blake Lizotte-Erik Karlsson,,,
PIT,Jesse Puljujarvi,Marcus Pettersson,-0.06,7,8,Jesse Puljujarvi-Marcus Pettersson,-0.18,4.0,30.0
VGK,Alex Pietrangelo,Cole Schwindt,-0.06,5,13,Alex Pietrangelo-Cole Schwindt,,,
EDM,Connor McDavid,Darnell Nurse,-0.06,21,9,Connor McDavid-Darnell Nurse,0.23,132.0,32.0
SJS,Carl Grundstrom,William Eklund,-0.06,13,3,Carl Grundstrom-William Eklund,,,
SJS,Fabian Zetterlund,Ty Dellandrea,-0.06,2,13,Fabian Zetterlund-Ty Dellandrea,,,
UTA,Dylan Guenther,Vladislav Kolyachonok,-0.06,14,4,Dylan Guenther-Vladislav Kolyachonok,,,
FLA,Adam Boqvist,Eetu Luostarinen,-0.06,7,2,Adam Boqvist-Eetu Luostarinen,,,
BUF,Alex Tuch,Zach Benson,-0.06,4,17,Alex Tuch-Zach Benson,0.17,30.0,59.0
NJD,Johnathan Kovacevic,Stefan Noesen,-0.06,16,6,Johnathan Kovacevic-Stefan Noesen,,,
PIT,Anthony Beauvillier,Valtteri Puustinen,-0.06,9,2,Anthony Beauvillier-Valtteri Puustinen,,,
BUF,Henri Jokiharju,Tage Thompson,-0.06,18,3,Henri Jokiharju-Tage Thompson,0.16,56.0,20.0
NYR,Artemi Panarin,Ryan Lindgren,-0.06,1,23,Artemi Panarin-Ryan Lindgren,0.16,120.0,17.0
NYR,Mika Zibanejad,Vincent Trocheck,-0.06,12,10,Mika Zibanejad-Vincent Trocheck,-0.05,77.0,72.0
UTA,Barrett Hayton,Vladislav Kolyachonok,-0.06,8,4,Barrett Hayton-Vladislav Kolyachonok,,,
STL,Justin Faulk,Nathan Walker,-0.06,4,5,Justin Faulk-Nathan Walker,0.44,13.0,30.0
DET,Alex DeBrincat,Andrew Copp,-0.06,7,16,Alex DeBrincat-Andrew Copp,0.0,33.0,67.0
CHI,Lukas Reichel,Teuvo Teravainen,-0.06,6,8,Lukas Reichel-Teuvo Teravainen,,,
CHI,Lukas Reichel,Taylor Hall,-0.06,6,6,Lukas Reichel-Taylor Hall,,,
CBJ,Adam Fantilli,Justin Danforth,-0.06,7,8,Adam Fantilli-Justin Danforth,-0.13,26.0,27.0
CBJ,Mathieu Olivier,Yegor Chinakhov,-0.06,11,7,Mathieu Olivier-Yegor Chinakhov,-0.21,29.0,12.0
TBL,Emil Lilleberg,Ryan McDonagh,-0.06,5,5,Emil Lilleberg-Ryan McDonagh,,,
NYR,Adam Edstrom,Vincent Trocheck,-0.06,2,10,Adam Edstrom-Vincent Trocheck,-0.57,2.0,77.0
DET,Joe Veleno,Moritz Seider,-0.06,2,10,Joe Veleno-Moritz Seider,0.3,28.0,42.0
ANA,Pavel Mintyukov,Troy Terry,-0.06,12,3,Pavel Mintyukov-Troy Terry,0.5,54.0,28.0
ANA,Isac Lundestrom,Troy Terry,-0.06,3,12,Isac Lundestrom-Troy Terry,0.05,11.0,54.0
WSH,Aliaksei Protas,Andrew Mangiapane,-0.06,7,15,Aliaksei Protas-Andrew Mangiapane,,,
CGY,Justin Kirkland,MacKenzie Weegar,-0.06,7,8,Justin Kirkland-MacKenzie Weegar,,,
VAN,Conor Garland,Tyler Myers,-0.06,12,3,Conor Garland-Tyler Myers,0.03,47.0,29.0
COL,Ross Colton,Samuel Girard,-0.07,9,10,Ross Colton-Samuel Girard,0.09,40.0,18.0
PHI,Nicolas Deslauriers,Owen Tippett,-0.07,1,9,Nicolas Deslauriers-Owen Tippett,0.11,4.0,53.0
SEA,Brandon Montour,Tye Kartye,-0.07,4,11,Brandon Montour-Tye Kartye,,,
MTL,Cole Caufield,Jayden Struble,-0.07,15,3,Cole Caufield-Jayden Struble,,,
OTT,Claude Giroux,Jacob Bernard-Docker,-0.07,12,2,Claude Giroux-Jacob Bernard-Docker,-0.0,64.0,14.0
BOS,Charlie McAvoy,Hampus Lindholm,-0.07,7,7,Charlie McAvoy-Hampus Lindholm,0.0,26.0,47.0
PHI,Joel Farabee,Rasmus Ristolainen,-0.07,8,3,Joel Farabee-Rasmus Ristolainen,0.08,50.0,4.0
WSH,Andrew Mangiapane,Trevor van Riemsdyk,-0.07,7,8,Andrew Mangiapane-Trevor van Riemsdyk,,,
VGK,Brett Howden,Ivan Barbashev,-0.07,17,7,Brett Howden-Ivan Barbashev,0.15,45.0,19.0
NYR,Adam Fox,Filip Chytil,-0.07,9,13,Adam Fox-Filip Chytil,-0.5,6.0,73.0
DAL,Nils Lundkvist,Tyler Seguin,-0.07,14,1,Nils Lundkvist-Tyler Seguin,,,
BOS,Charlie Coyle,Justin Brazeau,-0.07,7,4,Charlie Coyle-Justin Brazeau,-0.31,7.0,60.0
BUF,Jason Zucker,Owen Power,-0.07,12,13,Jason Zucker-Owen Power,,,
STL,Alexey Toropchenko,Jordan Kyrou,-0.07,15,4,Alexey Toropchenko-Jordan Kyrou,0.08,67.0,21.0
PHI,Matvei Michkov,Scott Laughton,-0.07,15,7,Matvei Michkov-Scott Laughton,,,
BUF,Jason Zucker,Zach Benson,-0.07,4,12,Jason Zucker-Zach Benson,,,
BUF,Owen Power,Zach Benson,-0.07,4,13,Owen Power-Zach Benson,0.04,30.0,33.0
LAK,Anze Kopitar,Vladislav Gavrikov,-0.07,21,8,Anze Kopitar-Vladislav Gavrikov,0.25,70.0,23.0
BUF,Owen Power,Ryan McLeod,-0.07,12,13,Owen Power-Ryan McLeod,,,
EDM,Connor Brown,Darnell Nurse,-0.07,5,9,Connor Brown-Darnell Nurse,,,
CGY,Martin Pospisil,Mikael Backlund,-0.07,9,5,Martin Pospisil-Mikael Backlund,0.0,39.0,24.0
DAL,Esa Lindell,Jason Robertson,-0.07,8,7,Esa Lindell-Jason Robertson,0.18,80.0,26.0
DAL,Ilya Lyubushkin,Jason Robertson,-0.07,8,5,Ilya Lyubushkin-Jason Robertson,,,
ANA,Brock McGinn,Leo Carlsson,-0.07,9,6,Brock McGinn-Leo Carlsson,0.02,29.0,3.0
SJS,Alexander Wennberg,Carl Grundstrom,-0.07,3,7,Alexander Wennberg-Carl Grundstrom,,,
PIT,Drew O'Connor,Kris Letang,-0.07,6,6,Drew O'Connor-Kris Letang,0.23,33.0,51.0
NYI,Noah Dobson,Scott Mayfield,-0.07,8,3,Noah Dobson-Scott Mayfield,0.07,70.0,5.0
NJD,Jesper Bratt,Timo Meier,-0.07,24,14,Jesper Bratt-Timo Meier,0.11,83.0,52.0
NJD,Jesper Bratt,Tomas Tatar,-0.07,24,5,Jesper Bratt-Tomas Tatar,,,
TOR,Mitch Marner,Pontus Holmberg,-0.07,2,24,Mitch Marner-Pontus Holmberg,-0.02,17.0,85.0
CAR,Eric Robinson,Sebastian Aho,-0.07,15,9,Eric Robinson-Sebastian Aho,,,
MTL,Emil Heineman,Kirby Dach,-0.07,5,8,Emil Heineman-Kirby Dach,,,
DET,Marco Kasper,Simon Edvinsson,-0.07,3,6,Marco Kasper-Simon Edvinsson,,,
CBJ,Kevin Labanc,Kirill Marchenko,-0.07,10,16,Kevin Labanc-Kirill Marchenko,,,
VAN,Quinn Hughes,Teddy Blueger,-0.07,9,17,Quinn Hughes-Teddy Blueger,0.03,28.0,92.0
VAN,Conor Garland,Elias Pettersson,-0.07,12,10,Conor Garland-Elias Pettersson,-0.09,47.0,89.0
NJD,Erik Haula,Johnathan Kovacevic,-0.07,9,6,Erik Haula-Johnathan Kovacevic,,,
WPG,Dylan DeMelo,Gabriel Vilardi,-0.07,14,3,Dylan DeMelo-Gabriel Vilardi,0.28,36.0,31.0
CBJ,Sean Monahan,Zachary Aston-Reese,-0.07,7,13,Sean Monahan-Zachary Aston-Reese,,,
SEA,Jared McCann,Will Borgen,-0.07,21,2,Jared McCann-Will Borgen,0.0,62.0,25.0
MIN,Mats Zuccarello,Ryan Hartman,-0.07,4,14,Mats Zuccarello-Ryan Hartman,0.14,45.0,63.0
PHI,Nick Seeler,Ryan Poehling,-0.07,6,5,Nick Seeler-Ryan Poehling,-0.07,13.0,28.0
EDM,Mattias Janmark,Vasily Podkolzin,-0.07,8,3,Mattias Janmark-Vasily Podkolzin,,,
FLA,Dmitry Kulikov,Matthew Tkachuk,-0.07,11,5,Dmitry Kulikov-Matthew Tkachuk,,,
FLA,Matthew Tkachuk,Nate Schmidt,-0.07,11,6,Matthew Tkachuk-Nate Schmidt,,,
BUF,Alex Tuch,Dylan Cozens,-0.07,7,17,Alex Tuch-Dylan Cozens,-0.01,47.0,59.0
DET,Dylan Larkin,Jonatan Berggren,-0.07,3,13,Dylan Larkin-Jonatan Berggren,,,
EDM,Derek Ryan,Vasily Podkolzin,-0.07,3,1,Derek Ryan-Vasily Podkolzin,,,
EDM,Mattias Ekholm,Ryan Nugent-Hopkins,-0.07,8,10,Mattias Ekholm-Ryan Nugent-Hopkins,-0.17,67.0,45.0
CGY,Jonathan Huberdeau,Rasmus Andersson,-0.07,10,11,Jonathan Huberdeau-Rasmus Andersson,0.17,52.0,39.0
BOS,Andrew Peeke,Brad Marchand,-0.08,13,2,Andrew Peeke-Brad Marchand,0.58,67.0,10.0
CBJ,Jack Johnson,Mikael Pyyhtia,-0.08,1,1,Jack Johnson-Mikael Pyyhtia,,,
WSH,Martin Fehervary,Tom Wilson,-0.08,13,3,Martin Fehervary-Tom Wilson,-0.02,35.0,16.0
CHI,Alex Vlasic,Tyler Bertuzzi,-0.08,6,7,Alex Vlasic-Tyler Bertuzzi,,,
CHI,Teuvo Teravainen,Tyler Bertuzzi,-0.08,6,8,Teuvo Teravainen-Tyler Bertuzzi,,,
CBJ,Damon Severson,Justin Danforth,-0.08,7,8,Damon Severson-Justin Danforth,0.17,26.0,28.0
TBL,Nick Perbix,Ryan McDonagh,-0.08,5,4,Nick Perbix-Ryan McDonagh,,,
CHI,Craig Smith,Ilya Mikheyev,-0.08,3,6,Craig Smith-Ilya Mikheyev,,,
VGK,Brayden McNabb,Pavel Dorofeyev,-0.08,12,2,Brayden McNabb-Pavel Dorofeyev,-0.01,24.0,26.0
FLA,Jesper Boqvist,Mackie Samoskevich,-0.08,5,5,Jesper Boqvist-Mackie Samoskevich,,,
ANA,Isac Lundestrom,Ryan Strome,-0.08,3,8,Isac Lundestrom-Ryan Strome,-0.01,11.0,41.0
TOR,Nicholas Robertson,Ryan Reaves,-0.08,1,1,Nicholas Robertson-Ryan Reaves,-0.03,6.0,27.0
COL,Cale Makar,Casey Mittelstadt,-0.08,16,25,Cale Makar-Casey Mittelstadt,0.23,57.0,90.0
CAR,Andrei Svechnikov,Jaccob Slavin,-0.08,15,7,Andrei Svechnikov-Jaccob Slavin,0.14,52.0,37.0
NSH,Cole Smith,Luke Evangelista,-0.08,8,3,Cole Smith-Luke Evangelista,0.05,39.0,23.0
SEA,Joshua Mahura,Will Borgen,-0.08,2,1,Joshua Mahura-Will Borgen,,,
BOS,Charlie Coyle,John Beecher,-0.08,6,4,Charlie Coyle-John Beecher,-0.05,10.0,60.0
LAK,Alex Turcotte,Jordan Spence,-0.08,5,4,Alex Turcotte-Jordan Spence,,,
CAR,Jack Roslovic,Jordan Martinook,-0.08,11,10,Jack Roslovic-Jordan Martinook,,,
COL,Cale Makar,Sam Malinski,-0.08,25,4,Cale Makar-Sam Malinski,-0.08,90.0,10.0
STL,Brayden Schenn,Justin Faulk,-0.08,9,5,Brayden Schenn-Justin Faulk,0.32,46.0,30.0
NSH,Marc Del Gaizo,Ryan O'Reilly,-0.08,10,3,Marc Del Gaizo-Ryan O'Reilly,,,
OTT,Brady Tkachuk,Nick Jensen,-0.08,19,6,Brady Tkachuk-Nick Jensen,,,
SJS,Henry Thrun,William Eklund,-0.08,13,5,Henry Thrun-William Eklund,0.12,45.0,11.0
MTL,Emil Heineman,Josh Anderson,-0.08,5,9,Emil Heineman-Josh Anderson,,,
TBL,Brayden Point,Nikita Kucherov,-0.08,26,13,Brayden Point-Nikita Kucherov,0.68,144.0,90.0
ANA,Cutter Gauthier,Mason McTavish,-0.08,6,8,Cutter Gauthier-Mason McTavish,,1.0,42.0
TOR,Pontus Holmberg,Ryan Reaves,-0.08,2,1,Pontus Holmberg-Ryan Reaves,0.36,17.0,6.0
TOR,Nicholas Robertson,Pontus Holmberg,-0.08,2,1,Nicholas Robertson-Pontus Holmberg,0.15,17.0,27.0
NYI,Alexander Romanov,Noah Dobson,-0.08,8,2,Alexander Romanov-Noah Dobson,0.2,70.0,22.0
NJD,Brenden Dillon,Jesper Bratt,-0.08,24,4,Brenden Dillon-Jesper Bratt,,,
STL,Alexey Toropchenko,Brandon Saad,-0.08,8,4,Alexey Toropchenko-Brandon Saad,0.31,21.0,42.0
FLA,Carter Verhaeghe,Gustav Forsling,-0.08,12,10,Carter Verhaeghe-Gustav Forsling,0.39,72.0,39.0
UTA,Ian Cole,Jack McBain,-0.08,7,6,Ian Cole-Jack McBain,,,
TBL,Mitchell Chaffee,Nick Perbix,-0.08,6,4,Mitchell Chaffee-Nick Perbix,-0.12,7.0,24.0
FLA,Sam Reinhart,Uvis Balinskis,-0.08,28,5,Sam Reinhart-Uvis Balinskis,0.12,94.0,3.0
BUF,Bowen Byram,Peyton Krebs,-0.08,6,11,Bowen Byram-Peyton Krebs,0.19,17.0,29.0
NYI,Anders Lee,Noah Dobson,-0.08,13,8,Anders Lee-Noah Dobson,-0.0,37.0,70.0
STL,Oskar Sundqvist,Pavel Buchnevich,-0.08,11,2,Oskar Sundqvist-Pavel Buchnevich,0.22,63.0,21.0
LAK,Mikey Anderson,Warren Foegele,-0.08,10,7,Mikey Anderson-Warren Foegele,,,
ANA,Frank Vatrano,Isac Lundestrom,-0.08,3,7,Frank Vatrano-Isac Lundestrom,0.04,11.0,60.0
SJS,Jan Rutta,Mario Ferraro,-0.08,2,1,Jan Rutta-Mario Ferraro,0.05,21.0,19.0
NYI,Noah Dobson,Simon Holmstrom,-0.08,8,8,Noah Dobson-Simon Holmstrom,-0.0,25.0,70.0
EDM,Connor McDavid,Jeff Skinner,-0.08,21,6,Connor McDavid-Jeff Skinner,,,
WPG,Colin Miller,Nino Niederreiter,-0.08,12,7,Colin Miller-Nino Niederreiter,,,
MIN,Jared Spurgeon,Marcus Johansson,-0.08,4,5,Jared Spurgeon-Marcus Johansson,0.1,30.0,5.0
STL,Pierre-Olivier Joseph,Radek Faksa,-0.08,4,1,Pierre-Olivier Joseph-Radek Faksa,,,
DAL,Evgenii Dadonov,Jamie Benn,-0.09,8,7,Evgenii Dadonov-Jamie Benn,0.37,60.0,23.0
MIN,Marat Khusnutdinov,Yakov Trenin,-0.09,2,1,Marat Khusnutdinov-Yakov Trenin,,,
CGY,MacKenzie Weegar,Rasmus Andersson,-0.09,11,8,MacKenzie Weegar-Rasmus Andersson,0.08,39.0,52.0
STL,Brandon Saad,Zack Bolduc,-0.09,4,8,Brandon Saad-Zack Bolduc,,,
NJD,Jack Hughes,Timo Meier,-0.09,22,14,Jack Hughes-Timo Meier,0.24,74.0,52.0
LAK,Mikey Anderson,Phillip Danault,-0.09,10,7,Mikey Anderson-Phillip Danault,0.2,47.0,18.0
BUF,Peyton Krebs,Rasmus Dahlin,-0.09,6,16,Peyton Krebs-Rasmus Dahlin,0.06,17.0,59.0
OTT,Tyler Kleven,Zack MacEwen,-0.09,3,1,Tyler Kleven-Zack MacEwen,,,
WSH,Hendrix Lapierre,Pierre-Luc Dubois,-0.09,11,2,Hendrix Lapierre-Pierre-Luc Dubois,,,
LAK,Anze Kopitar,Jordan Spence,-0.09,21,4,Anze Kopitar-Jordan Spence,0.19,70.0,24.0
UTA,Alexander Kerfoot,Vladislav Kolyachonok,-0.09,5,4,Alexander Kerfoot-Vladislav Kolyachonok,,,
PHI,Emil Andrae,Garnet Hathaway,-0.09,7,3,Emil Andrae-Garnet Hathaway,,,
CGY,Brayden Pachal,Ryan Lomberg,-0.09,2,1,Brayden Pachal-Ryan Lomberg,,,
FLA,Jesper Boqvist,Uvis Balinskis,-0.09,5,5,Jesper Boqvist-Uvis Balinskis,,,
CBJ,Jake Christiansen,James van Riemsdyk,-0.09,4,5,Jake Christiansen-James van Riemsdyk,,,
DAL,Matt Duchene,Wyatt Johnston,-0.09,20,7,Matt Duchene-Wyatt Johnston,,,
BUF,Dylan Cozens,Ryan McLeod,-0.09,7,12,Dylan Cozens-Ryan McLeod,,,
MIN,Jonas Brodin,Ryan Hartman,-0.09,4,6,Jonas Brodin-Ryan Hartman,-0.04,45.0,27.0
TOR,Jake McCabe,Nicholas Robertson,-0.09,1,5,Jake McCabe-Nicholas Robertson,0.29,27.0,28.0
TOR,Morgan Rielly,Oliver Ekman-Larsson,-0.09,7,13,Morgan Rielly-Oliver Ekman-Larsson,,,
TOR,Morgan Rielly,Simon Benoit,-0.09,2,13,Morgan Rielly-Simon Benoit,0.16,5.0,58.0
TBL,Emil Lilleberg,Nick Perbix,-0.09,5,4,Emil Lilleberg-Nick Perbix,,,
NYR,Sam Carrick,Zac Jones,-0.09,4,4,Sam Carrick-Zac Jones,,,
BUF,Bowen Byram,Owen Power,-0.09,11,13,Bowen Byram-Owen Power,0.14,29.0,33.0
COL,Joel Kiviranta,Josh Manson,-0.09,5,5,Joel Kiviranta-Josh Manson,,,
MIN,Marco Rossi,Matt Boldy,-0.09,18,14,Marco Rossi-Matt Boldy,0.04,40.0,69.0
VGK,Jack Eichel,Tanner Pearson,-0.09,27,7,Jack Eichel-Tanner Pearson,,,
BOS,Charlie Coyle,Charlie McAvoy,-0.09,4,7,Charlie Coyle-Charlie McAvoy,0.03,60.0,47.0
NSH,Luke Schenn,Mark Jankowski,-0.09,1,1,Luke Schenn-Mark Jankowski,-0.17,7.0,15.0
MIN,Frederick Gaudreau,Marcus Foligno,-0.09,5,9,Frederick Gaudreau-Marcus Foligno,0.4,15.0,22.0
NSH,Jonathan Marchessault,Tommy Novak,-0.09,9,4,Jonathan Marchessault-Tommy Novak,,,
MTL,Alex Newhook,Nick Suzuki,-0.09,4,18,Alex Newhook-Nick Suzuki,0.09,34.0,77.0
OTT,Travis Hamonic,Zack MacEwen,-0.09,3,1,Travis Hamonic-Zack MacEwen,-0.14,3.0,6.0
NYI,Grant Hutton,Kyle Palmieri,-0.09,16,2,Grant Hutton-Kyle Palmieri,,,
WPG,Cole Perfetti,Logan Stanley,-0.09,13,3,Cole Perfetti-Logan Stanley,-0.13,2.0,38.0
VGK,Shea Theodore,Tomas Hertl,-0.09,15,13,Shea Theodore-Tomas Hertl,0.0,38.0,42.0
VGK,Brett Howden,Nicolas Roy,-0.09,7,12,Brett Howden-Nicolas Roy,0.1,19.0,41.0
TOR,Bobby McMann,Matthew Knies,-0.09,12,7,Bobby McMann-Matthew Knies,0.21,35.0,24.0
TOR,Nicholas Robertson,Steven Lorentz,-0.09,4,1,Nicholas Robertson-Steven Lorentz,,,
FLA,Anton Lundell,Nate Schmidt,-0.09,14,6,Anton Lundell-Nate Schmidt,,,
DET,J.T. Compher,Vladimir Tarasenko,-0.09,6,6,J.T. Compher-Vladimir Tarasenko,,,
TOR,Matthew Knies,Pontus Holmberg,-0.09,2,12,Matthew Knies-Pontus Holmberg,0.02,17.0,35.0
TOR,Morgan Rielly,Pontus Holmberg,-0.09,2,13,Morgan Rielly-Pontus Holmberg,-0.06,17.0,58.0
NJD,Paul Cotter,Timo Meier,-0.09,12,14,Paul Cotter-Timo Meier,,,
TOR,Matthew Knies,Steven Lorentz,-0.09,12,4,Matthew Knies-Steven Lorentz,,,
NSH,Colton Sissons,Luke Schenn,-0.09,2,1,Colton Sissons-Luke Schenn,-0.05,7.0,35.0
NSH,Colton Sissons,Jeremy Lauzon,-0.09,2,1,Colton Sissons-Jeremy Lauzon,0.18,14.0,35.0
NJD,Nathan Bastian,Timo Meier,-0.09,5,14,Nathan Bastian-Timo Meier,0.01,12.0,52.0
CAR,Jaccob Slavin,Sebastian Aho,-0.09,15,7,Jaccob Slavin-Sebastian Aho,0.01,89.0,37.0
WSH,Alex Ovechkin,Dylan McIlrath,-0.09,20,2,Alex Ovechkin-Dylan McIlrath,,,
NSH,Brady Skjei,Steven Stamkos,-0.09,8,6,Brady Skjei-Steven Stamkos,,,
SEA,Brandon Montour,Yanni Gourde,-0.09,6,11,Brandon Montour-Yanni Gourde,,,
STL,Alexandre Texier,Brayden Schenn,-0.09,9,3,Alexandre Texier-Brayden Schenn,,,
COL,Ivan Ivan,Mikko Rantanen,-0.09,5,25,Ivan Ivan-Mikko Rantanen,,,
PHI,Bobby Brink,Erik Johnson,-0.1,8,2,Bobby Brink-Erik Johnson,,,
PHI,Jamie Drysdale,Noah Cates,-0.1,2,3,Jamie Drysdale-Noah Cates,-0.13,18.0,10.0
BOS,Brad Marchand,Charlie McAvoy,-0.1,13,7,Brad Marchand-Charlie McAvoy,0.23,67.0,47.0
CHI,Ilya Mikheyev,Nick Foligno,-0.1,7,3,Ilya Mikheyev-Nick Foligno,,,
CHI,Connor Murphy,Philipp Kurashev,-0.1,4,7,Connor Murphy-Philipp Kurashev,0.04,54.0,8.0
BUF,Jiri Kulich,Tage Thompson,-0.1,1,18,Jiri Kulich-Tage Thompson,,,
PHI,Jamie Drysdale,Travis Konecny,-0.1,22,3,Jamie Drysdale-Travis Konecny,0.28,68.0,10.0
DAL,Colin Blackwell,Tyler Seguin,-0.1,4,14,Colin Blackwell-Tyler Seguin,,,
TOR,Chris Tanev,Nicholas Robertson,-0.1,1,3,Chris Tanev-Nicholas Robertson,,,
DET,Dylan Larkin,Vladimir Tarasenko,-0.1,13,6,Dylan Larkin-Vladimir Tarasenko,,,
DET,Erik Gustafsson,Jeff Petry,-0.1,2,2,Erik Gustafsson-Jeff Petry,,,
NYR,Chris Kreider,Will Cuylle,-0.1,11,8,Chris Kreider-Will Cuylle,0.2,21.0,75.0
NYR,Jonny Brodzinski,Vincent Trocheck,-0.1,2,10,Jonny Brodzinski-Vincent Trocheck,0.2,19.0,77.0
NYR,Sam Carrick,Vincent Trocheck,-0.1,4,10,Sam Carrick-Vincent Trocheck,,,
TOR,Ryan Reaves,Steven Lorentz,-0.1,4,1,Ryan Reaves-Steven Lorentz,,,
VGK,Ivan Barbashev,Tomas Hertl,-0.1,17,15,Ivan Barbashev-Tomas Hertl,0.32,45.0,38.0
CBJ,Justin Danforth,Kevin Labanc,-0.1,7,10,Justin Danforth-Kevin Labanc,,,
NSH,Colton Sissons,Mark Jankowski,-0.1,1,2,Colton Sissons-Mark Jankowski,0.04,15.0,35.0
TBL,J.J. Moser,Michael Eyssimont,-0.1,1,6,J.J. Moser-Michael Eyssimont,,,
UTA,Kevin Stenlund,Logan Cooley,-0.1,12,2,Kevin Stenlund-Logan Cooley,,,
OTT,Ridly Greig,Tim Stützle,-0.1,4,21,Ridly Greig-Tim Stützle,0.03,26.0,70.0
NYI,Anders Lee,Anthony Duclair,-0.1,3,13,Anders Lee-Anthony Duclair,,,
STL,Brandon Saad,Radek Faksa,-0.1,4,8,Brandon Saad-Radek Faksa,,,
DET,Jonatan Berggren,Justin Holl,-0.1,3,1,Jonatan Berggren-Justin Holl,,,
EDM,Adam Henrique,Darnell Nurse,-0.1,3,9,Adam Henrique-Darnell Nurse,,,
SJS,Mario Ferraro,Tyler Toffoli,-0.1,14,2,Mario Ferraro-Tyler Toffoli,,,
SJS,Cody Ceci,Jan Rutta,-0.1,3,1,Cody Ceci-Jan Rutta,,,
SJS,Jan Rutta,Ty Dellandrea,-0.1,2,1,Jan Rutta-Ty Dellandrea,,,
NYI,Alexander Romanov,Maxim Tsyplakov,-0.1,10,2,Alexander Romanov-Maxim Tsyplakov,,,
LAK,Quinton Byfield,Warren Foegele,-0.1,9,10,Quinton Byfield-Warren Foegele,,,
NYI,Anders Lee,Casey Cizikas,-0.1,2,13,Anders Lee-Casey Cizikas,-0.19,23.0,37.0
CGY,Matt Coronato,Yegor Sharangovich,-0.1,7,2,Matt Coronato-Yegor Sharangovich,,,
VAN,Filip Hronek,Teddy Blueger,-0.1,9,6,Filip Hronek-Teddy Blueger,-0.1,28.0,48.0
CGY,Justin Kirkland,Martin Pospisil,-0.1,7,5,Justin Kirkland-Martin Pospisil,,,
VAN,J.T. Miller,Vincent Desharnais,-0.1,16,1,J.T. Miller-Vincent Desharnais,,,
CBJ,Damon Severson,Kevin Labanc,-0.1,10,8,Damon Severson-Kevin Labanc,,,
PHI,Ryan Poehling,Travis Sanheim,-0.1,6,11,Ryan Poehling-Travis Sanheim,-0.07,28.0,44.0
SJS,Mario Ferraro,Ty Dellandrea,-0.1,2,2,Mario Ferraro-Ty Dellandrea,,,
WPG,Adam Lowry,Mark Scheifele,-0.1,12,21,Adam Lowry-Mark Scheifele,-0.14,35.0,72.0
WSH,John Carlson,Nic Dowd,-0.1,6,12,John Carlson-Nic Dowd,0.19,22.0,52.0
VGK,Alex Pietrangelo,Brayden McNabb,-0.1,2,13,Alex Pietrangelo-Brayden McNabb,-0.13,26.0,33.0
COL,Calvin de Haan,Mikko Rantanen,-0.1,25,1,Calvin de Haan-Mikko Rantanen,,,
CHI,Alex Vlasic,Ilya Mikheyev,-0.1,3,7,Alex Vlasic-Ilya Mikheyev,,,
WPG,Alex Iafallo,Kyle Connor,-0.1,22,6,Alex Iafallo-Kyle Connor,0.31,61.0,27.0
STL,Jake Neighbours,Ryan Suter,-0.1,7,4,Jake Neighbours-Ryan Suter,,,
NJD,Dawson Mercer,Luke Hughes,-0.1,11,2,Dawson Mercer-Luke Hughes,0.17,33.0,47.0
TOR,Max Domi,Ryan Reaves,-0.1,6,1,Max Domi-Ryan Reaves,,,
DAL,Jason Robertson,Wyatt Johnston,-0.1,7,8,Jason Robertson-Wyatt Johnston,0.17,65.0,80.0
SEA,Brandon Montour,Brandon Tanev,-0.1,8,11,Brandon Montour-Brandon Tanev,,,
OTT,Artem Zub,Tim Stützle,-0.1,21,2,Artem Zub-Tim Stützle,0.34,25.0,70.0
ANA,Brett Leason,Ross Johnston,-0.1,3,4,Brett Leason-Ross Johnston,,,
VGK,Cole Schwindt,Tomas Hertl,-0.1,15,5,Cole Schwindt-Tomas Hertl,,,
CHI,Patrick Maroon,Wyatt Kaiser,-0.1,3,1,Patrick Maroon-Wyatt Kaiser,,,
TOR,Pontus Holmberg,Simon Benoit,-0.1,2,2,Pontus Holmberg-Simon Benoit,0.15,17.0,5.0
